trial.type,trial,id,population,sex,ate,familiar.object.colour,novel.object.colour,novel.side,rewarded.side,treatment,distance.moved,mean.velocity,periphery.visits,time.in.periphery,latency.periphery,center.visits,time.in.center,latency.center,freezes,time.freezing,left.object.visits,time.with.left.object,latency.left.object,right.object.visits,time.with.right.object,latency.right.object,left.object.large.visits,time.with.left.object.large,latency.left.object.large,right.object.large.visits,time.with.right.object.large,latency.right.object.large,visits.novel.object,time.with.novel.object,latency.novel.object,visits.familiar.object,time.with.familiar.object,latency.familiar.object,time.with.rewarded.object,time.with.unrewarded.object,number.sessions.ate
training,16,J3,Paria,F,N,red,brown,L,R,familiar,250.852,0.417957,9,537.187,0,8,63.1984,17.9995,59,428.989,0,0,-,0,0,-,7,21.3995,169.596,2,8.19979,113.797,0,0,-,0,0,-,0,0,
training,16,B1,AxQ,F,Y,white,blue,R,L,familiar,472.509,0.787273,30,483.988,0,29,116.397,15.5996,119,289.793,28,92.5977,15.7996,1,5.99985,359.791,16,233.994,11.5997,2,16.1996,356.591,1,5.99985,359.791,28,92.5977,15.7996,92.5977,5.99985,
training,16,B2,AxQ,F,N,white,blue,L,L,novel,1617.79,2.69548,54,404.59,0,54,195.795,1.19997,19,12.7997,7,11.9997,147.996,20,25.3994,5.59986,17,50.3987,51.7987,41,108.597,3.59991,7,11.9997,147.996,20,25.3994,5.59986,11.9997,25.3994,
training,16,G1,AxQ,F,Y,purple,brown,L,L,novel,762.377,1.27024,57,121.197,0,57,479.188,10.3997,119,154.396,51,398.99,33.1992,16,24.1994,10.3997,14,474.188,32.5992,6,59.1985,5.19987,51,398.99,33.1992,16,24.1994,10.3997,398.99,24.1994,
training,16,G2,AxQ,F,Y,purple,brown,R,L,familiar,374.42,0.623842,13,38.399,60.1985,13,561.986,0,134,329.992,10,502.387,0,7,13.1997,250.994,5,535.787,0,5,23.7994,250.594,7,13.1997,250.994,10,502.387,0,502.387,13.1997,
training,16,M1,Paria,F,Y,purple,brown,R,L,familiar,279.42,0.465556,13,254.794,44.9989,14,345.591,0,64,374.791,12,324.392,0,2,17.9995,578.386,11,349.991,0,2,20.7995,577.186,2,17.9995,578.386,12,324.392,0,324.392,17.9995,
training,16,M3,Paria,F,N,purple,brown,L,L,familiar,451.362,0.752038,18,177.796,6.19984,19,422.589,0,41,301.392,8,179.196,38.599,12,156.396,0,8,220.794,36.1991,12,181.795,0,8,179.196,38.599,12,156.396,0,156.396,179.196,
training,16,Z1,Paria,F,Y,white,blue,L,L,novel,374.457,0.623903,11,25.1994,0,11,575.186,3.19992,91,349.591,16,549.586,20.9995,3,4.79988,6.79983,3,571.386,20.1995,3,13.1997,5.39986,16,549.586,20.9995,3,4.79988,6.79983,549.586,4.79988,
training,16,Z2,Paria,F,Y,white,blue,R,L,familiar,582.229,0.970082,32,289.593,0,31,310.792,4.79988,86,144.196,18,156.996,4.79988,6,22.1994,242.794,19,247.994,1.99995,13,95.5976,64.7984,6,22.1994,242.794,18,156.996,4.79988,156.996,22.1994,
training,16,Z3,Paria,F,Y,white,blue,R,R,novel,569.603,0.949045,22,112.397,102.997,22,487.988,0,108,142.196,7,20.7995,266.593,14,407.99,5.79985,8,38.599,255.394,11,446.589,2.99992,14,407.99,5.79985,7,20.7995,266.593,407.99,20.7995,
training,15,A1,AxQ,F,Y,purple,pink.black,L,L,novel,607.619,1.01239,21,213.395,226.794,21,386.99,0,90,192.195,8,245.194,0,10,27.1993,223.794,9,282.193,0,10,90.7977,222.994,8,245.194,0,10,27.1993,223.794,245.194,27.1993,
training,15,A2,AxQ,F,Y,purple,pink.black,R,L,familiar,639.69,1.06582,21,149.996,291.393,21,450.389,0,97,192.995,17,376.191,0,5,8.59978,301.192,12,406.99,0,6,22.5994,299.993,5,8.59978,301.192,17,376.191,0,376.191,8.59978,
training,15,E2,AxQ,F,N,yellow,black,L,R,familiar,1174.32,1.95659,44,441.389,0,43,158.996,1.79995,24,13.3997,15,24.7994,8.59978,15,25.7994,67.1983,48,166.996,6.99982,21,89.5978,66.3983,15,24.7994,8.59978,15,25.7994,67.1983,25.7994,24.7994,
training,15,H1,Paria,F,Y,purple,pink.black,L,R,familiar,338.122,0.563363,9,40.399,171.396,10,559.986,0,118,283.793,1,6.99982,0,17,515.987,10.9997,1,7.39981,0,5,560.586,10.3997,1,6.99982,0,17,515.987,10.9997,515.987,6.99982,
training,15,H2,Paria,F,Y,purple,pink.black,L,L,novel,443.585,0.73908,15,55.9986,330.992,16,544.386,0,128,343.391,13,494.788,0,4,19.3995,377.591,9,522.987,0,7,36.9991,376.191,13,494.788,0,4,19.3995,377.591,494.788,19.3995,
training,15,H3,Paria,F,Y,purple,pink.black,L,R,familiar,228.591,0.380868,8,40.599,183.795,8,559.786,0,142,360.191,0,0,-,9,559.786,0,0,0,-,1,600.385,0,0,0,-,9,559.786,0,559.786,0,
training,15,X1,Paria,F,N,red,black.green,L,L,novel,365.653,0.609234,15,173.596,66.9983,16,426.789,0,55,366.791,3,26.3993,293.793,12,285.593,0,8,43.7989,292.993,7,340.391,0,3,26.3993,293.793,12,285.593,0,26.3993,285.593,
training,15,X2,Paria,F,Y,red,black.green,L,R,familiar,1218.31,2.02989,47,267.993,10.5997,48,332.392,0,51,29.9993,9,13.7997,0.999974,17,29.5993,10.1997,27,70.9982,0,40,181.795,9.39977,9,13.7997,0.999974,17,29.5993,10.1997,29.5993,13.7997,
training,15,X3,Paria,F,Y,yellow,black,L,L,novel,681.664,1.14684,19,285.193,9.39977,20,309.592,0,55,199.595,12,50.3987,5.79985,14,85.3979,0,14,96.9976,5.39986,20,166.396,0,12,50.3987,5.79985,14,85.3979,0,50.3987,85.3979,
training,15,C1,AxQ,F,N,tan,grey,R,R,novel,1535.36,2.55814,60,316.592,0,60,283.793,6.39984,43,53.3987,21,23.3994,13.5997,27,51.1987,22.3994,38,168.196,0,31,164.796,19.5995,27,51.1987,22.3994,21,23.3994,13.5997,51.1987,23.3994,
training,15,C2,AxQ,F,Y,tan,grey,R,L,familiar,870.737,1.45078,22,269.593,0,21,330.792,0.599985,61,157.396,14,180.395,1.19997,10,39.599,109.197,13,209.195,0.399989,16,100.397,108.397,10,39.599,109.197,14,180.395,1.19997,180.395,39.599,
training,15,J1,Paria,F,Y,tan,grey,R,L,familiar,679.208,1.13166,30,51.5987,17.9995,31,548.786,0,111,170.996,39,357.991,0,14,24.7994,8.59978,12,429.989,0,8,66.5983,7.9998,14,24.7994,8.59978,39,357.991,0,357.991,24.7994,
training,15,J3,Paria,F,N,tan,grey,R,L,familiar,591.508,0.985543,16,513.787,0,15,86.5978,79.398,100,147.196,5,6.99983,207.395,3,5.79986,82.5979,22,60.3985,193.795,7,50.9987,79.798,3,5.79986,82.5979,5,6.99983,207.395,6.99983,5.79986,
training,15,B1,AxQ,F,Y,orange,red,L,R,familiar,760.964,1.26788,34,345.191,8.39979,34,255.194,0,104,140.596,18,59.1985,0,21,117.397,76.7981,14,173.996,0,28,212.795,73.9981,18,59.1985,0,21,117.397,76.7981,117.397,59.1985,
training,15,B2,AxQ,F,N,orange,red,L,L,novel,1636.09,2.72597,57,412.19,0,56,188.195,1.19997,10,3.39991,6,4.39989,163.396,13,15.5996,3.39991,18,30.7992,113.997,41,96.7976,1.59996,6,4.39989,163.396,13,15.5996,3.39991,4.39989,15.5996,
training,15,G1,AxQ,F,Y,red,black.green,R,R,novel,772.744,1.28751,35,78.998,5.19987,36,521.387,0,98,153.196,8,11.1997,0,37,432.589,15.3996,8,28.5993,0,16,505.987,14.7996,37,432.589,15.3996,8,11.1997,0,432.589,11.1997,
training,15,G2,AxQ,F,Y,red,black.green,L,R,familiar,508.704,0.847579,18,62.3984,2.99992,19,537.987,0,85,290.193,4,8.39979,23.7994,11,430.989,13.3997,6,22.3994,0,10,478.188,11.1997,4,8.39979,23.7994,11,430.989,13.3997,430.989,8.39979,
training,15,M1,Paria,F,Y,yellow,black,R,L,familiar,308.509,0.514023,14,216.195,0,14,384.19,57.3986,75,348.191,12,363.791,57.3986,2,13.3997,303.592,11,389.39,55.1986,2,16.1996,302.792,2,13.3997,303.592,12,363.791,57.3986,363.791,13.3997,
training,15,M3,Paria,F,N,yellow,black,R,L,familiar,730.553,1.21721,24,424.589,0,24,175.796,2.19995,51,108.397,12,48.1988,2.19995,11,57.7986,70.3982,20,141.596,0,17,152.196,69.9982,11,57.7986,70.3982,12,48.1988,2.19995,48.1988,57.7986,
training,15,Z1,Paria,F,Y,orange,red,L,L,novel,645.476,1.07546,25,63.9984,1.99995,26,536.387,0,105,261.793,29,454.989,19.1995,9,18.7995,0,9,499.388,18.3995,8,34.9991,0,29,454.989,19.1995,9,18.7995,0,454.989,18.7995,
training,15,Z2,Paria,F,Y,orange,red,L,R,familiar,414.367,0.6904,23,392.79,0,22,207.595,10.5997,93,263.193,6,71.7982,332.592,12,33.7992,10.5997,9,142.596,66.7983,21,175.196,1.99995,6,71.7982,332.592,12,33.7992,10.5997,33.7992,71.7982,
training,15,Z3,Paria,F,Y,orange,red,L,L,novel,384.308,0.640316,10,36.5991,6.39984,11,563.786,0,112,172.796,6,412.79,143.796,6,114.397,0,4,425.189,141.796,6,139.996,0,6,412.79,143.796,6,114.397,0,412.79,114.397,
training,14,A1,AxQ,F,Y,orange,red,L,L,novel,626.491,1.04383,20,286.193,56.9986,20,314.192,0,84,167.396,8,89.1978,0,4,15.9996,62.1984,12,147.596,0,8,63.9984,60.7985,8,89.1978,0,4,15.9996,4,89.1978,15.9996,
training,14,A2,AxQ,F,Y,orange,red,R,L,familiar,576.96,0.961304,18,59.5985,0,18,540.786,3.39991,112,271.393,13,404.99,13.9996,10,92.3977,3.19992,10,424.989,13.3997,9,105.197,0,10,92.3977,3.19992,13,404.99,13,404.99,92.3977,
training,14,B1,AxQ,F,Y,tan,grey,R,L,familiar,572.169,0.953321,18,402.79,0,17,197.595,43.3989,105,196.595,9,150.996,43.3989,7,7.39981,135.797,12,201.995,39.999,19,109.597,132.797,7,7.39981,135.797,9,150.996,9,150.996,7.39981,
training,14,B2,AxQ,F,N,tan,grey,L,L,novel,1396.65,2.32703,37,505.187,0,36,95.1976,6.19984,20,13.1997,1,0.79998,257.394,9,8.99977,30.5992,10,11.9997,44.7989,23,50.5987,29.3993,1,0.79998,257.394,9,8.99977,9,0.79998,8.99977,
training,14,E2,AxQ,F,N,red,black.green,R,L,familiar,1035.33,1.72501,29,431.189,0,28,169.196,3.19992,25,30.1992,13,30.7992,3.19992,6,18.3995,89.1978,37,160.796,0.599985,28,91.1977,37.1991,6,18.3995,89.1978,13,30.7992,13,30.7992,18.3995,
training,14,G1,AxQ,F,Y,purple,pink.black,R,R,novel,683.31,1.1385,40,111.397,0,40,488.988,0.599985,111,157.596,15,49.1988,0.799979,28,377.391,102.597,7,104.797,0,15,439.189,96.1976,28,377.391,102.597,15,49.1988,15,377.391,49.1988,
training,14,G2,AxQ,F,Y,purple,pink.black,R,L,familiar,808.816,1.34761,35,178.596,7.39981,36,421.789,0,78,121.997,19,212.995,12.3997,11,35.7991,0,16,276.593,10.9997,19,98.3975,0,11,35.7991,0,19,212.995,19,212.995,35.7991,
training,14,M1,Paria,F,Y,purple,pink.black,R,L,familiar,332.184,0.553838,13,412.59,0.399989,13,187.395,18.1995,63,394.59,9,161.396,17.9995,1,1.99995,164.396,10,177.996,16.9996,3,7.19982,156.196,1,1.99995,164.396,9,161.396,9,161.396,1.99995,
training,14,M3,Paria,F,N,purple,pink.black,R,L,familiar,613.54,1.02225,22,356.591,0,21,243.794,4.19989,70,197.195,7,32.3992,84.3979,8,61.1985,4.59988,10,89.3978,81.198,26,203.995,0.799979,8,61.1985,4.59988,7,32.3992,7,32.3992,61.1985,
training,14,Z1,Paria,F,Y,tan,grey,L,L,novel,758.323,1.26348,27,108.797,0,27,491.588,0.199994,62,304.992,24,421.989,11.5997,12,9.59976,0.199994,16,484.788,10.7997,11,29.1993,0,24,421.989,11.5997,12,9.59976,12,421.989,9.59976,
training,14,Z2,Paria,F,N,tan,grey,L,R,familiar,546.749,0.910968,22,443.789,19.5995,22,156.596,0,97,173.396,3,7.9998,47.3988,10,26.9993,106.597,12,52.5987,19.9995,21,126.997,34.5991,3,7.9998,47.3988,10,26.9993,10,26.9993,7.9998,
training,14,Z3,Paria,F,Y,tan,grey,R,R,novel,657.544,1.09557,21,184.395,0,21,415.99,2.79993,96,117.197,7,12.9997,305.592,14,340.191,2.79993,10,38.199,304.592,20,402.79,1.59996,14,340.191,2.79993,7,12.9997,7,340.191,12.9997,
training,14,H1,Paria,F,Y,orange,red,L,R,familiar,382.586,0.637447,18,30.9992,9.59976,19,569.386,0,119,286.193,9,22.7994,0,17,491.788,37.999,3,35.3991,0,6,536.587,36.3991,9,22.7994,0,17,491.788,17,491.788,22.7994,
training,14,H2,Paria,F,Y,orange,red,R,R,novel,457.59,0.762414,17,40.599,9.79975,17,559.786,0,169,261.193,7,7.7998,0,18,508.787,7.9998,4,26.1993,0,6,545.786,7.19982,18,508.787,7.9998,7,7.7998,7,508.787,7.7998,
training,14,H3,Paria,F,Y,orange,red,L,R,familiar,272,0.453194,22,39.199,13.3997,23,561.186,0,168,305.592,1,2.59993,482.788,35,534.787,0,1,4.79988,481.788,2,589.985,0,1,2.59993,482.788,35,534.787,35,534.787,2.59993,
training,14,X1,Paria,F,N,red,black.green,L,L,novel,358.721,0.597684,15,80.398,0,15,519.987,8.59978,119,272.393,7,61.7985,250.394,14,212.795,20.9995,5,111.997,248.194,9,306.592,11.5997,7,61.7985,250.394,14,212.795,14,61.7985,212.795,
training,14,X2,Paria,F,Y,red,black.green,R,L,familiar,810.25,1.35,30,172.596,0,30,427.789,0.399989,105,113.597,19,43.7989,8.39979,9,34.1991,66.7983,17,121.397,4.99987,22,156.196,65.1984,9,34.1991,66.7983,19,43.7989,19,43.7989,34.1991,
training,14,X3,Paria,F,N,red,black.green,R,R,novel,726.311,1.21015,22,119.797,74.9981,23,480.588,0,95,125.397,15,101.797,5.59986,19,87.3978,51.3987,17,165.596,4.79988,20,183.195,50.3987,19,87.3978,51.3987,15,101.797,15,87.3978,101.797,
training,14,C1,AxQ,F,N,yellow,black,L,L,novel,1600.83,2.66723,72,331.792,4.39989,73,268.593,0,29,32.1992,22,33.5992,10.5997,20,30.9992,25.9993,34,171.996,3.19992,33,128.597,17.1996,22,33.5992,10.5997,20,30.9992,20,33.5992,30.9992,
training,14,C2,AxQ,F,Y,yellow,black,L,R,familiar,707.527,1.17885,22,180.595,0,21,419.79,4.19989,94,199.195,8,27.1993,4.39989,20,349.391,52.1987,10,54.3986,0,11,383.59,50.9987,8,27.1993,4.39989,20,349.391,20,349.391,27.1993,
training,14,J1,Paria,F,Y,yellow,black,R,L,familiar,928.98,1.54782,36,91.3977,0,36,508.987,0.599985,77,71.5982,23,56.7986,0.799979,34,294.793,29.7993,16,100.997,0,15,365.391,26.3993,34,294.793,29.7993,23,56.7986,23,56.7986,294.793,
training,14,J3,Paria,F,N,yellow,black,L,R,familiar,657.423,1.09537,14,497.588,0,11,102.197,31.1992,106,125.997,2,11.5997,63.9984,2,3.19992,306.392,15,69.1983,32.9992,5,23.7994,92.3977,2,11.5997,63.9984,2,3.19992,2,3.19992,11.5997,
training,13,A1,AxQ,F,N,tan,grey,R,R,novel,605.097,1.01393,20,391.59,1.19997,20,205.995,0,54,221.194,11,22.5994,82.9979,3,26.3993,18.3995,19,173.796,0,8,55.7986,17.3996,3,26.3993,18.3995,11,22.5994,11,26.3993,22.5994,
training,13,A2,AxQ,F,Y,tan,grey,L,R,familiar,796.209,1.32661,27,209.395,0,26,390.99,5.59986,87,202.795,14,26.5993,194.395,11,292.193,5.79985,20,104.397,0,10,311.392,5.19987,14,26.5993,194.395,11,292.193,11,292.193,26.5993,
training,13,E2,AxQ,F,N,purple,pink.black,R,L,familiar,1170.47,1.95017,21,511.187,0,19,88.9978,24.5994,8,3.7999,7,10.5997,62.3984,10,14.7996,25.9993,34,62.5984,13.9996,29,78.598,6.19984,10,14.7996,25.9993,7,10.5997,7,10.5997,14.7996,
training,13,H1,Paria,F,Y,tan,grey,L,R,familiar,590.041,0.983099,20,83.5979,123.997,21,516.787,0,113,202.795,10,35.3991,3.19992,19,415.99,18.3995,6,59.7985,0,9,455.789,17.7996,10,35.3991,3.19992,19,415.99,19,415.99,35.3991,
training,13,H2,Paria,F,Y,tan,grey,R,R,novel,517,0.861401,31,143.596,1.19997,31,456.789,0,128,244.194,10,19.7995,0,27,386.59,25.3994,5,39.799,0,9,444.189,24.1994,27,386.59,25.3994,10,19.7995,10,386.59,19.7995,
training,13,H3,Paria,F,Y,tan,grey,L,R,familiar,241.648,0.402623,9,21.1995,3.19992,10,579.186,0,171,344.991,0,0,-,9,571.986,0,0,0,-,2,597.985,0,0,0,-,9,571.986,9,571.986,0,
training,13,X1,Paria,F,N,purple,pink.black,R,R,novel,507.05,0.844823,21,167.396,0,20,432.989,23.9994,88,293.993,6,13.1997,104.597,12,181.995,38.999,6,42.9989,104.397,16,299.593,21.1995,12,181.995,38.999,6,13.1997,6,181.995,13.1997,
training,13,X2,Paria,F,N,purple,pink.black,R,L,familiar,798.325,1.33013,34,293.393,22.3994,35,306.992,0,99,93.9976,6,12.3997,294.593,6,11.7997,76.9981,16,77.7981,0.599985,21,127.397,18.9995,6,11.7997,76.9981,6,12.3997,6,12.3997,11.7997,
training,13,X3,Paria,F,N,purple,pink.black,R,R,novel,446.815,0.744462,25,284.193,3.19992,25,316.192,0,78,269.793,6,15.5996,87.3978,6,20.7995,2.99992,5,49.9988,85.5979,14,101.797,1.99995,6,20.7995,2.99992,6,15.5996,6,20.7995,15.5996,
training,13,B1,AxQ,F,Y,yellow,black,L,R,familiar,656.132,1.09322,52,373.991,0,51,226.394,0.999974,94,183.795,6,18.3995,0.799979,39,137.397,35.5991,16,77.5981,0,17,236.194,34.5991,6,18.3995,0.799979,39,137.397,39,137.397,18.3995,
training,13,B2,AxQ,F,N,yellow,black,R,R,novel,1867.64,3.11177,39,459.789,0.799979,39,140.596,0,6,2.39994,10,7.19982,32.3992,10,5.99985,87.9978,42,82.5979,5.79985,36,82.7979,86.1978,10,5.99985,87.9978,10,7.19982,10,5.99985,7.19982,
training,13,G1,AxQ,F,Y,orange,red,R,R,novel,494.717,0.824273,13,19.7995,5.99985,14,580.585,0,146,251.794,8,20.5995,120.197,22,523.987,0,3,30.5992,118.997,7,546.186,0,22,523.987,0,8,20.5995,8,523.987,20.5995,
training,13,G2,AxQ,F,Y,orange,red,L,R,familiar,538.029,0.896438,23,178.796,0,23,421.589,2.79993,72,252.794,7,15.1996,246.994,13,305.392,2.99992,5,35.9991,246.194,14,349.791,1.59996,7,15.1996,246.994,13,305.392,13,305.392,15.1996,
training,13,M1,Paria,F,Y,orange,red,R,L,familiar,232.015,0.386572,8,149.396,28.3993,9,450.989,0,89,394.39,6,388.79,92.3977,3,58.3985,0,7,401.59,91.3977,3,65.7984,0,3,58.3985,0,6,388.79,6,388.79,58.3985,
training,13,M3,Paria,F,N,orange,red,R,L,familiar,529.981,0.883029,20,173.996,0,20,426.389,10.5997,64,168.196,10,66.5983,12.9997,12,163.196,100.397,10,131.197,4.59988,16,261.593,85.9978,12,163.196,100.397,10,66.5983,10,66.5983,163.196,
training,13,Z1,Paria,F,Y,yellow,black,R,R,novel,404.224,0.673499,16,86.5978,3.19992,16,513.787,0,116,320.992,2,5.19987,5.19987,14,478.788,13.9996,3,9.59976,4.59988,13,547.186,13.1997,14,478.788,13.9996,2,5.19987,2,478.788,5.19987,
training,13,Z2,Paria,F,N,yellow,black,L,R,familiar,543.241,0.905122,19,481.388,23.9994,19,118.997,0,98,143.396,1,4.59988,372.991,15,37.5991,27.3993,7,30.7992,123.797,30,186.995,26.5993,1,4.59988,372.991,15,37.5991,15,37.5991,4.59988,
training,13,Z3,Paria,F,Y,yellow,black,R,R,novel,551.246,0.91846,16,121.997,0,16,478.388,8.19979,112,148.196,5,17.7996,284.593,15,385.19,14.9996,5,35.3991,283.593,9,424.389,12.5997,15,385.19,14.9996,5,17.7996,5,385.19,17.7996,
training,13,C1,AxQ,F,Y,red,black.green,L,L,novel,1552.31,2.58638,72,372.991,0,70,227.194,3.7999,24,14.5996,21,22.9994,102.997,37,43.9989,8.79978,32,102.397,99.9975,51,198.595,6.79983,21,22.9994,102.997,37,43.9989,37,22.9994,43.9989,
training,13,C2,AxQ,F,Y,red,black.green,L,R,familiar,623.656,1.03911,21,137.197,0,21,463.188,10.7997,90,232.194,8,35.9991,10.7997,22,374.591,61.7985,7,53.1987,8.99977,10,407.99,60.3985,8,35.9991,10.7997,22,374.591,22,374.591,35.9991,
training,13,J1,Paria,F,Y,red,black.green,L,R,familiar,528.085,0.879871,69,188.395,0,68,411.99,7.19982,103,203.595,15,40.199,6.79983,133,149.996,48.1988,5,106.197,5.39986,9,413.59,46.7988,15,40.199,6.79983,133,149.996,133,149.996,40.199,
training,13,J3,Paria,F,N,red,black.green,L,R,familiar,387.244,0.645208,7,530.987,0,6,69.3983,10.7997,112,294.993,0,0,-,3,22.3994,139.597,4,48.3988,215.795,5,41.999,133.597,0,0,-,3,22.3994,3,22.3994,0,
training,12,A1,AxQ,F,Y,yellow,black,L,L,novel,826.496,1.45309,44,362.991,26.3993,31,230.994,0,59,60.5985,16,88.7978,0,6,18.1995,48.5988,21,158.196,0,14,65.9983,47.3988,16,88.7978,0,6,18.1995,6,88.7978,18.1995,
training,12,A2,AxQ,F,Y,yellow,black,L,R,familiar,452.691,0.756774,13,39.199,1.59996,13,561.186,0,152,301.792,2,11.1997,327.992,14,511.387,0,9,19.5995,5.99985,9,530.987,0,2,11.1997,327.992,14,511.387,14,511.387,11.1997,
training,12,E2,AxQ,F,N,orange,red,R,L,familiar,1094.36,1.95776,39,437.789,0,29,144.796,0.799979,9,5.59986,17,22.9994,0.799979,17,28.1993,14.3996,36,131.197,0,34,163.596,12.7997,17,28.1993,14.3996,17,22.9994,17,22.9994,28.1993,
training,12,H1,Paria,F,Y,yellow,black,L,R,familiar,319.204,0.531843,19,30.3992,295.193,20,569.986,0,135,296.793,0,0,-,36,539.986,0,0,0,-,3,595.185,0,0,0,-,36,539.986,36,539.986,0,
training,12,H2,Paria,F,Y,yellow,black,R,R,novel,332.724,0.554369,15,46.9988,9.79975,16,553.386,0,108,387.59,12,28.5993,0,7,481.588,68.9983,3,55.1986,0,5,505.987,67.3983,7,481.588,68.9983,12,28.5993,12,481.588,28.5993,
training,12,H3,Paria,F,Y,yellow,black,L,R,familiar,292.655,0.487608,9,15.7996,0,9,584.585,1.99995,184,314.392,1,2.59993,381.39,12,556.586,7.19982,2,5.19987,380.19,5,578.986,2.99992,1,2.59993,381.39,12,556.586,12,556.586,2.59993,
training,12,X1,Paria,F,N,orange,red,R,R,novel,280.733,0.594536,9,72.3982,156.596,23,413.79,0,68,291.393,3,26.5993,160.396,22,301.592,0,3,36.9991,159.796,19,347.391,0,22,301.592,0,3,26.5993,3,301.592,26.5993,
training,12,X2,Paria,F,N,orange,red,R,L,familiar,996.106,1.66188,48,229.394,5.59986,48,370.991,0,79,47.3988,9,14.1996,59.1985,20,30.9992,83.7979,22,84.3979,51.7987,35,186.995,0,20,30.9992,83.7979,9,14.1996,9,14.1996,30.9992,
training,12,X3,Paria,F,N,orange,red,R,R,novel,393.658,0.735004,16,107.197,0,20,433.589,0.599985,87,214.395,6,13.3997,48.7988,22,252.194,6.99982,4,58.3985,45.5989,14,347.591,5.19987,22,252.194,6.99982,6,13.3997,6,252.194,13.3997,
training,12,B1,AxQ,F,Y,red,black.green,R,L,familiar,628.347,1.04692,32,298.393,0.799979,33,301.992,0,125,214.395,21,232.794,0,4,10.1997,167.796,14,302.392,0,12,39.399,166.596,4,10.1997,167.796,21,232.794,21,232.794,10.1997,
training,12,B2,AxQ,F,N,red,black.green,R,R,novel,1149.26,1.91485,48,408.79,0,48,191.595,4.19989,49,83.3979,11,24.3994,23.7994,5,4.99987,100.997,14,68.9983,17.3996,20,56.7986,50.5987,5,4.99987,100.997,11,24.3994,11,4.99987,24.3994,
training,12,G1,AxQ,F,Y,tan,grey,L,L,novel,633.04,1.05474,22,30.3992,1.39996,23,569.986,0,129,148.196,27,508.987,0,7,13.1997,34.5991,12,546.786,0,4,20.1995,33.7992,27,508.987,0,7,13.1997,7,508.987,13.1997,
training,12,G2,AxQ,F,Y,tan,grey,L,R,familiar,554.97,0.924665,27,296.993,0,26,303.392,30.5992,93,195.995,8,28.9993,33.1992,5,136.397,119.397,10,83.1979,32.1992,10,161.596,117.597,8,28.9993,33.1992,5,136.397,5,136.397,28.9993,
training,12,M1,Paria,F,Y,tan,grey,L,R,familiar,456.771,0.761051,15,422.589,0,14,177.796,18.1995,77,304.592,6,29.3993,127.997,8,114.197,18.1995,14,59.9985,81.198,9,137.797,16.9996,6,29.3993,127.997,8,114.197,8,114.197,29.3993,
training,12,M3,Paria,F,N,tan,grey,L,R,familiar,665.951,1.10958,27,305.192,0,26,295.193,11.5997,68,92.9977,8,24.7994,150.596,13,31.7992,12.7997,15,116.997,86.5978,13,126.597,11.1997,8,24.7994,150.596,13,31.7992,13,31.7992,24.7994,
training,12,Z1,Paria,F,Y,red,black.green,R,R,novel,889.012,1.48123,40,98.7975,15.3996,41,501.587,0,85,242.194,9,11.5997,160.596,27,412.59,0,12,33.7992,159.996,18,464.988,0,27,412.59,0,9,11.5997,9,412.59,11.5997,
training,12,Z2,Paria,F,N,red,black.green,L,R,familiar,707.918,1.1795,25,446.389,7.59981,25,153.996,0,56,151.996,1,2.19995,167.996,10,33.7992,51.5987,5,14.1996,103.397,26,175.796,4.99987,1,2.19995,167.996,10,33.7992,10,33.7992,2.19995,
training,12,Z3,Paria,F,Y,red,black.green,R,R,novel,627.638,1.04574,15,180.795,26.7993,16,419.59,0,49,142.996,3,13.3997,124.997,15,366.791,0,6,25.7994,36.9991,23,409.79,0,15,366.791,0,3,13.3997,3,366.791,13.3997,
training,12,C1,AxQ,F,N,purple,pink.black,R,R,novel,941.354,1.57632,40,416.39,2.79993,40,182.395,0,97,212.595,18,32.5992,0.799979,7,25.9994,134.397,29,240.994,0.399989,12,76.5981,16.7996,7,25.9994,134.397,18,32.5992,18,25.9994,32.5992,
training,12,C2,AxQ,F,Y,purple,pink.black,R,L,familiar,502.036,0.838985,18,66.3983,89.9977,17,532.987,0,127,306.592,10,484.988,0,9,20.5995,92.7977,7,497.588,0,5,44.5989,92.3977,9,20.5995,92.7977,10,484.988,10,484.988,20.5995,
training,12,J1,Paria,F,Y,purple,pink.black,R,L,familiar,603.435,1.00542,19,62.5984,0,19,537.787,7.7998,108,179.995,25,324.792,48.1988,14,38.999,9.99975,13,411.79,47.1988,7,69.5983,8.19979,14,38.999,9.99975,25,324.792,25,324.792,38.999,
training,12,J3,Paria,F,N,purple,pink.black,R,L,familiar,409.118,0.681653,11,542.786,0,10,57.5986,11.7997,103,306.192,3,20.1995,142.196,2,1.39996,461.988,18,80.598,9.19977,3,13.1997,135.597,2,1.39996,461.988,3,20.1995,3,20.1995,1.39996,
training,11,A1,AxQ,F,Y,red,black.green,L,L,novel,1048.12,1.74633,39,347.391,52.5987,38,252.594,0,66,96.5976,14,92.5977,0,11,20.7995,53.7987,23,171.396,0,18,62.1984,52.9987,14,92.5977,0,11,20.7995,11,92.5977,20.7995,
training,11,A2,AxQ,F,Y,red,black.green,L,R,familiar,307.655,0.5126,8,27.9993,15.1996,8,572.386,0,171,354.791,3,6.59983,558.986,7,551.986,5.19987,2,16.1996,557.386,7,566.786,0,3,6.59983,558.986,7,551.986,7,551.986,6.59983,
