trial.type,trial,id,population,sex,ate,familiar.object.colour,novel.object.colour,novel.side,rewarded.side,treatment,distance.moved,mean.velocity,periphery.visits,time.in.periphery,latency.periphery,center.visits,time.in.center,latency.center,freezes,time.freezing,left.object.visits,time.with.left.object,latency.left.object,right.object.visits,time.with.right.object,latency.right.object,left.object.large.visits,time.with.left.object.large,latency.left.object.large,right.object.large.visits,time.with.right.object.large,latency.right.object.large,visits.novel.object,time.with.novel.object,latency.novel.object,visits.familiar.object,time.with.familiar.object,latency.familiar.object,time.with.rewarded.object,time.with.unrewarded.object,number.sessions.ate
re-test,1,A1,AxQ,F,NA,,,R,,novel,907.985,1.51284,39,327.192,0,38,273.193,39.799,54,75.1981,17,50.1987,39.799,22,71.9982,71.9982,17,138.797,35.5991,21,179.796,70.5982,22,71.9982,71.9982,17,50.1987,39.799,,,
re-test,1,A2,AxQ,F,NA,,,L,,familiar,798.284,1.33006,28,459.789,0,27,140.596,7.39981,43,69.1983,7,10.1997,20.7995,8,11.3997,8.39979,14,36.9991,19.9995,13,58.1985,7.7998,7,10.1997,NA,8,11.3997,NA,,,
re-test,1,CTL1,,F,NA,,,L,,control,1173.58,1.95536,29,487.188,0,29,113.197,22.5994,32,34.9991,10,18.1995,110.997,7,12.3997,31.5992,28,130.597,16.3996,45,153.596,29.3993,10,18.1995,NA,7,12.3997,NA,,,
re-test,1,CTL2,,F,NA,,,R,,control,1503.82,2.50559,22,579.986,0,16,19.1995,5.99985,7,4.19989,6,1.99995,17.1996,0,0,-,20,26.7993,10.9997,19,19.9995,0.799979,0,0,-,6,1.99995,17.1996,,,
re-test,1,CTL3,,F,NA,,,R,,control,875.14,1.45812,37,307.392,0,36,292.993,0.999974,20,12.5997,13,34.9991,13.3997,11,22.9994,27.9993,18,146.996,7.9998,23,114.197,1.39996,11,22.9994,27.9993,13,34.9991,13.3997,,,
re-test,1,CTL4,,F,NA,,,R,,control,1154.83,1.92413,15,558.586,0,12,41.399,10.9997,10,11.1997,2,3.19992,34.5991,5,12.7997,7.59981,26,50.9987,32.1992,22,49.5988,0,NA,NA,NA,NA,NA,NA,,,
re-test,1,H1,Paria,F,NA,,,L,,familiar,1046.64,1.74386,42,301.792,1.59996,43,298.593,0,49,55.9986,18,70.7982,43.5989,22,75.5981,5.19987,24,137.997,42.7989,20,168.796,3.9999,18,70.7982,43.5989,22,75.5981,NA,,,
re-test,1,H2,Paria,F,NA,,,R,,novel,307.717,0.512704,0,0,-,0,0,-,71,422.789,3,10.3997,96.3976,7,38.999,0.999974,6,121.197,15.9996,10,143.196,0,7,38.999,0.999974,3,10.3997,96.3976,,,
re-test,1,H3,Paria,F,NA,,,L,,familiar,603.32,1.00522,0,0,-,0,0,-,54,175.996,12,79.798,0,25,150.996,23.9994,12,116.997,0,13,372.191,18.5995,12,79.798,0,25,150.996,NA,,,
re-test,1,H4,Paria,M,NA,,,L,,NA,785.933,1.30949,0,0,-,0,0,-,20,12.3997,11,17.3996,63.5984,8,10.9997,38.399,25,141.196,50.9987,18,79.998,4.19989,NA,NA,NA,NA,NA,NA,,,
re-test,1,B1,AxQ,F,NA,,,L,,familiar,525.765,0.876005,25,506.387,0,24,93.9977,11.7997,81,329.592,2,6.19984,328.392,11,36.3991,65.3984,7,27.9993,10.1997,17,145.596,34.5991,2,6.19984,NA,11,36.3991,NA,,,
re-test,1,B4,AxQ,M,NA,,,R,,NA,1359.83,2.26569,29,517.587,0,29,82.7979,3.59991,27,19.7995,9,15.1996,50.7987,12,15.9996,13.1997,24,70.5982,3.9999,40,98.5975,11.7997,NA,NA,NA,NA,NA,NA,,,
re-test,1,CTL5,,F,NA,,,R,,control,1426.51,2.37679,9,579.386,4.19989,8,20.7995,0,23,10.5997,1,0.199995,11.1997,0,0,-,34,65.3984,9.39977,37,58.9985,16.7996,NA,NA,NA,NA,NA,NA,,,
re-test,1,CTL6,,F,NA,,,L,,control,1518.18,2.52952,5,587.185,4.99987,5,13.1997,0,4,1.79996,0,0,-,2,0.999975,13.3997,33,27.5993,17.1996,24,27.1993,12.1997,NA,NA,NA,NA,NA,NA,,,
re-test,1,CTL7,,F,NA,,,L,,control,1584.2,2.63952,24,534.187,0,23,66.1983,42.5989,37,31.5992,10,9.39977,56.3986,5,22.1994,43.5989,36,77.3981,53.1987,34,95.9976,0,NA,NA,NA,NA,NA,NA,,,
re-test,1,CTL8,,F,NA,,,L,,control,1231.13,2.05126,14,564.386,0,13,35.9991,17.9995,44,24.7994,3,2.59993,79.798,1,0.199995,47.7988,27,83.5979,30.3992,45,80.598,9.39977,NA,NA,NA,NA,NA,NA,,,
re-test,1,E2,AxQ,F,NA,,,R,,familiar,1205.24,2.00811,35,453.389,0,34,146.196,9.59976,32,28.7993,16,28.5993,50.9987,12,14.7996,9.59976,26,133.597,16.9996,27,93.9976,2.19995,12,14.7996,9.59976,16,28.5993,50.9987,,,
re-test,1,X1,Paria,F,NA,,,L,,novel,566.789,0.944358,22,348.191,0,21,252.194,10.5997,108,251.994,5,10.1997,124.197,13,87.3978,28.9993,10,46.3988,9.99975,20,247.994,20.3995,5,10.1997,NA,13,87.3978,NA,,,
re-test,1,X2,Paria,F,NA,,,R,,familiar,1029.44,1.7152,27,510.587,2.39994,27,89.7978,0,57,72.5982,8,6.19984,19.1995,3,4.99987,0,32,98.7975,8.79978,8,30.7992,0,8,6.19984,NA,3,4.99987,0,,,
re-test,1,X3,Paria,F,NA,,,L,,novel,1026.77,1.71076,48,313.792,6.79983,48,286.593,0,59,64.1984,19,37.1991,21.9994,15,23.3994,8.79978,31,149.396,14.9996,25,120.797,8.19979,19,37.1991,NA,15,23.3994,NA,,,
re-test,1,X4,Paria,M,NA,,,L,,NA,526.495,0.87722,24,433.389,0,23,166.996,9.79975,89,152.196,10,23.5994,200.995,5,7.59981,14.1996,32,344.991,32.5992,9,63.5984,10.9997,NA,NA,NA,NA,NA,NA,,,
re-test,1,Z1,Paria,F,NA,,,R,,novel,1213.54,2.02195,44,282.193,0,43,318.192,0.399989,51,93.5977,21,70.3982,0.199994,25,48.5988,6.59983,24,145.796,0,29,129.197,5.79985,25,48.5988,6.59983,21,70.3982,0.199994,,,
re-test,1,Z2,Paria,F,NA,,,L,,familiar,484.68,0.807551,19,497.788,0,19,102.597,5.59986,81,198.795,11,75.9981,11.3997,2,0.79998,289.393,35,268.793,9.59976,13,37.999,41.799,11,75.9981,NA,2,0.79998,NA,,,
re-test,1,Z3,Paria,F,NA,,,R,,novel,728.885,1.21443,26,352.591,0,25,247.794,3.9999,73,111.797,6,6.79983,3.7999,16,170.196,35.7991,14,48.9988,2.59993,27,253.394,0,16,170.196,35.7991,6,6.79983,3.7999,,,
re-test,1,Z4,Paria,M,NA,,,R,,NA,1369.29,2.28145,29,515.587,0,28,84.7979,13.1997,10,3.7999,8,7.7998,43.1989,7,7.7998,13.3997,22,55.5986,41.799,25,59.9985,7.59981,NA,NA,NA,NA,NA,NA,,,
re-test,1,C1,AxQ,F,NA,,,R,,novel,749.772,1.24923,35,371.391,0.799979,35,228.994,0,47,338.392,12,22.3994,2.99992,6,18.5995,0,21,181.795,2.79993,6,32.5992,0,6,18.5995,0,12,22.3994,2.99992,,,
re-test,1,C2,AxQ,F,NA,,,L,,familiar,657.128,1.09488,16,433.189,0,14,166.996,5.39986,58,220.794,7,39.799,46.9988,6,46.3988,7.7998,6,64.3984,46.3988,15,105.597,6.19984,7,39.799,NA,6,46.3988,7.7998,,,
re-test,1,CTL9,,F,NA,,,L,,control,1511.08,2.51768,14,564.986,0,13,35.3991,3.19992,11,4.99987,1,0.999975,73.1982,5,9.39977,3.19992,46,75.7981,21.9994,23,58.7985,0,NA,NA,NA,NA,NA,NA,,,
re-test,1,CTL10,,F,NA,,,R,,control,660.064,1.09977,13,483.388,0.399989,13,116.997,0,62,308.392,1,1.99995,199.595,0,0,-,12,44.1989,13.5997,20,76.7981,2.19995,NA,NA,NA,NA,NA,NA,,,
re-test,1,G1,AxQ,F,NA,,,L,,novel,798.159,1.32986,22,484.388,3.39991,22,115.997,0,76,242.194,7,12.3997,2.79993,5,9.99975,61.7985,27,98.3975,0,18,49.3988,12.3997,7,12.3997,NA,5,9.99975,NA,,,
re-test,1,G4,AxQ,M,NA,,,L,,NA,1143.77,1.9057,31,454.789,0,29,144.996,1.99995,34,99.5975,8,10.9997,90.7977,12,23.7994,75.1981,32,95.7976,0,19,90.9977,21.7995,NA,NA,NA,NA,NA,NA,,,
re-test,1,J1,Paria,F,NA,,,R,,familiar,873.51,1.4554,46,233.194,7.9998,46,367.191,0,74,120.797,21,36.7991,36.9991,30,123.397,1.19997,14,131.797,34.9991,21,267.393,0.199994,30,123.397,1.19997,21,36.7991,36.9991,,,
re-test,1,J3,Paria,F,NA,,,R,,familiar,612.116,1.01988,20,453.589,0,19,146.796,7.39981,95,198.195,11,61.5985,7.59981,2,8.59978,172.396,17,128.997,5.59986,4,14.7996,171.196,2,8.59978,172.396,11,61.5985,7.59981,,,
re-test,1,J4,Paria,M,NA,,,L,,NA,977.505,1.62867,35,398.19,0,34,202.195,8.79978,33,49.1988,10,23.9994,12.9997,20,22.5994,24.9994,33,126.597,0,25,162.596,22.9994,NA,NA,NA,NA,NA,NA,,,
re-test,1,M1,Paria,F,NA,,,R,,familiar,705.505,1.17548,24,446.589,0,24,153.796,14.1996,57,214.195,12,50.5987,14.3996,10,47.3988,23.7994,13,90.7977,13.5997,15,87.3978,22.7994,10,47.3988,23.7994,12,50.5987,14.3996,,,
re-test,1,M3,Paria,F,NA,,,L,,familiar,921.734,1.53575,36,389.19,4.39989,36,211.195,0,45,83.9979,15,68.3983,21.9994,14,46.3988,0,23,181.795,20.3995,15,95.3976,0,14,46.3988,0,15,68.3983,21.9994,,,
re-test,1,M4,Paria,M,NA,,,R,,NA,1237.29,2.06152,39,474.188,0,38,126.197,141.796,32,182.795,14,21.1995,144.596,11,8.79978,167.596,32,108.197,142.196,30,66.5983,149.796,NA,NA,NA,NA,NA,NA,,,
re-test,2,B1,AxQ,F,NA,,,R,,familiar,556.85,0.927797,27,415.39,0,26,184.995,18.1995,87,222.194,14,41.799,48.5988,10,28.1993,18.1995,11,125.597,46.9988,22,175.796,16.3996,10,28.1993,18.1995,14,41.799,48.5988,,,
re-test,2,B4,AxQ,M,NA,,,R,,NA,1635.61,2.72518,48,502.387,0,41,95.9976,7.7998,6,5.99985,16,12.1997,43.9989,9,7.39981,11.7997,35,83.1979,31.7992,20,62.7984,0.799979,NA,NA,NA,NA,NA,NA,,,
re-test,2,Z1,Paria,F,NA,,,L,,novel,568.878,0.947838,21,162.796,0,20,437.589,9.39977,58,306.792,18,219.395,9.39977,6,13.3997,27.7993,20,357.191,7.7998,11,43.5989,0,18,219.395,NA,6,13.3997,NA,,,
re-test,2,Z2,Paria,F,NA,,,L,,familiar,581.387,0.968679,21,482.588,0,20,117.797,5.19987,102,136.397,14,77.3981,5.59986,5,6.39984,79.198,37,260.593,0,9,31.1992,72.5982,14,77.3981,NA,5,6.39984,NA,,,
re-test,2,Z3,Paria,F,NA,,,R,,novel,690.877,1.15111,30,177.196,0,30,423.189,2.39994,55,173.396,11,27.9993,14.7996,19,251.394,4.59988,13,82.9979,10.5997,19,336.592,3.59991,19,251.394,4.59988,11,27.9993,14.7996,,,
re-test,2,Z4,Paria,M,NA,,,R,,NA,915.491,1.57089,0,0,-,0,0,-,54,49.9988,0,0,-,0,0,-,34,105.597,0,19,51.7987,44.3989,NA,NA,NA,NA,NA,NA,,,
re-test,2,J1,Paria,F,NA,,,R,,familiar,726.856,1.21105,40,239.394,0,40,360.991,10.7997,103,173.996,24,102.197,9.59976,17,53.3987,50.7987,18,219.195,1.59996,15,126.597,45.7989,17,53.3987,50.7987,24,102.197,9.59976,,,
re-test,2,J3,Paria,F,NA,,,R,,familiar,658.184,1.09663,22,460.788,1.59996,22,139.597,0,94,201.795,12,45.9989,16.3996,6,6.59983,34.5991,29,135.797,0,7,45.5989,3.39991,6,6.59983,34.5991,12,45.9989,16.3996,,,
re-test,2,J4,Paria,M,NA,,,R,,NA,1109.54,1.84866,0,0,-,0,0,-,26,43.5989,0,0,-,0,0,-,40,70.5982,35.9991,22,105.997,16.3996,NA,NA,NA,NA,NA,NA,,,
re-test,2,A1,AxQ,F,NA,,,L,,novel,933.942,1.55609,31,371.791,0,30,228.594,12.7997,69,82.9979,19,89.5978,12.7997,13,26.1993,99.9975,22,160.796,8.19979,20,114.197,98.3975,19,89.5978,NA,13,26.1993,NA,,,
re-test,2,A2,AxQ,F,NA,,,R,,familiar,1050.79,1.75078,34,327.192,4.39989,34,273.193,0,35,38.999,23,79.798,0.599985,7,15.1996,25.9993,29,172.796,0,13,56.1986,25.1994,7,15.1996,25.9993,23,79.798,0.599985,,,
re-test,2,A4,AxQ,M,NA,,,R,,NA,1467.86,2.44568,30,525.587,18.5995,30,74.7981,0,19,15.9996,10,3.9999,123.597,8,4.59988,44.3989,30,67.7983,47.1988,32,63.3984,26.9993,NA,NA,NA,NA,NA,NA,,,
re-test,2,H1,Paria,F,NA,,,R,,familiar,688.787,1.14762,31,200.195,22.9994,32,400.19,0,47,174.996,20,99.9975,0,17,83.5979,46.5988,14,165.796,0,14,161.796,45.7989,17,83.5979,46.5988,20,99.9975,0,,,
re-test,2,H2,Paria,F,NA,,,R,,novel,523.901,0.872899,23,268.193,2.99992,24,332.192,0,75,299.393,7,12.3997,3.39991,12,73.3982,15.7996,10,44.9989,0,14,231.994,11.5997,12,73.3982,15.7996,7,12.3997,3.39991,,,
re-test,2,H3,Paria,F,NA,,,L,,familiar,494.194,0.823403,25,137.197,3.59991,26,463.188,0,101,177.196,17,288.993,32.3992,17,75.1981,0,11,365.991,30.9992,8,131.797,0,17,288.993,NA,17,75.1981,0,,,
re-test,2,H4,Paria,M,NA,,,L,,NA,1081.6,1.80212,44,356.991,0,43,243.394,17.5996,19,37.1991,15,33.7992,17.1996,16,37.3991,30.7992,29,107.997,15.5996,26,126.197,0.799979,NA,NA,NA,NA,NA,NA,,,
re-test,2,C1,AxQ,F,NA,,,L,,novel,1453.01,2.42094,47,412.99,1.99995,47,187.395,0,43,24.5994,27,66.1983,7.7998,17,17.9996,32.9992,39,178.796,0,21,70.1982,32.5992,27,66.1983,7.7998,17,17.9996,NA,,,
re-test,2,C2,AxQ,F,NA,,,R,,familiar,1049.22,1.74816,25,368.791,0,24,231.594,0.199994,65,49.7988,15,50.7987,0.199994,15,59.5985,7.7998,25,109.197,0,17,117.797,7.19982,15,59.5985,7.7998,15,50.7987,0.199994,,,
re-test,2,G1,AxQ,F,NA,,,R,,novel,1355.03,2.25769,51,420.989,0,50,179.396,0.799979,40,33.5992,16,29.1993,12.7997,16,38.599,2.59993,44,135.797,12.1997,26,97.9975,1.19997,16,38.599,2.59993,16,29.1993,12.7997,,,
re-test,2,G4,AxQ,M,NA,,,R,,NA,452.822,0.75447,17,334.192,0,18,265.993,79.398,104,288.993,5,25.7994,94.7976,0,0,-,26,230.794,28.7993,8,18.7995,146.396,NA,NA,NA,NA,NA,NA,,,
re-test,2,M1,Paria,F,NA,,,L,,familiar,784.971,1.30788,24,387.99,0,24,212.395,33.7992,59,185.995,16,89.9977,34.1991,12,15.9996,60.3985,26,167.996,28.3993,12,46.5988,58.3985,16,89.9977,NA,12,15.9996,NA,,,
re-test,2,M3,Paria,F,NA,,,L,,familiar,925.453,1.54195,27,452.589,0,24,146.396,14.5996,33,39.599,6,17.5996,15.3996,10,35.1991,31.3992,23,82.3979,6.39984,21,101.797,29.5993,6,17.5996,NA,10,35.1991,NA,,,
re-test,2,E2,AxQ,F,NA,,,L,,familiar,1118.35,1.86333,34,444.189,0,33,156.196,5.39986,23,62.5984,11,24.3994,14.3996,8,11.3997,33.9992,29,167.996,13.5997,32,80.798,5.59986,11,24.3994,NA,8,11.3997,NA,,,
re-test,2,E4,AxQ,M,NA,,,L,,NA,1852.55,3.08663,34,533.387,5.59986,33,66.7983,0,7,5.19987,12,10.1997,4.59988,6,3.9999,24.3994,36,135.197,1.19997,41,76.9981,11.1997,NA,NA,NA,NA,NA,NA,,,
re-test,2,X1,Paria,F,NA,,,R,,novel,708.203,1.17997,26,404.99,0,25,195.395,11.5997,61,189.795,6,11.9997,92.1977,8,31.3992,11.5997,11,41.599,49.5988,23,121.197,3.9999,8,31.3992,11.5997,6,11.9997,92.1977,,,
re-test,2,X2,Paria,F,NA,,,R,,familiar,673.497,1.12215,12,561.186,0,11,39.199,0.599985,102,215.595,3,8.79978,15.5996,0,0,-,8,29.1993,13.7997,3,5.79985,2.99992,0,0,-,3,8.79978,15.5996,,,
re-test,2,X3,Paria,F,NA,,,L,,novel,504.887,0.864554,20,269.393,12.5997,20,314.792,0,105,212.195,11,90.7977,40.599,11,97.3976,0,14,157.196,39.599,10,174.196,0,11,90.7977,NA,11,97.3976,0,,,
