id,trial,distance.moved,mean.velocity,time.in.periphery,time.in.center,left.visits.object,left.time.object,left.latency.object,right.visits.object,right.time.object,right.latency.object,freezes,time.freezing,zone.changes,object.side.my.view,object.side.etho.view,time.with.trained.object,time.with.untrained.object,latency.trained.object,latency.untrained.object,prop.time.trained.object,visits.trained.object,visits.untrained.object,rewarding.object.colour,first.choice,distance.moved.in.periphery,distance.moved.in.center,ate,trial.type
e2,18,508.196,1.69459,212.808,87.2855,4,177.374,34.2335,4,30.0294,6.40627,54,45.2443,42,R,L,177.374,30.0294,34.2335,6.40627,0.855212595,4,4,blue,untrained,253.27,254.926,yes,training
e3,18,410.375,1.37207,186.182,112.911,0,0,-,14,195.992,0.800784,4,1.40137,41,R,L,0,195.992,300,0.800784,0,0,14,blue,untrained,125.801,284.574,yes,training
a1,18,866.401,2.88903,236.632,63.4621,9,190.386,38.6378,6,27.627,1.00098,37,25.2247,89,R,L,190.386,27.627,38.6378,1.00098,0.873278199,9,6,blue,untrained,591.548,274.853,yes,training
a2,18,620.021,2.06747,227.623,72.471,9,211.007,0,2,11.211,208.804,51,38.6378,55,R,L,211.007,11.211,0,208.804,0.949549541,9,2,blue,trained,303.409,316.612,yes,training
a3,18,1089.64,3.63342,192.589,107.105,6,14.8145,151.548,15,54.8537,1.20118,6,3.40333,145,R,L,14.8145,54.8537,151.548,1.20118,0.212643645,6,15,blue,untrained,761.246,328.394,no,training
b3,18,696.064,2.32104,94.0921,205.801,3,14.6143,64.6633,9,92.2904,0,10,6.00588,85,R,L,14.6143,92.2904,64.6633,0,0.136703999,3,9,blue,untrained,201.176,494.888,yes,training
c1,18,566.07,1.88757,246.441,53.6525,10,35.8351,0,4,217.213,62.261,59,87.2855,41,L,R,217.213,35.8351,62.261,0,0.858386212,4,10,green,untrained,325.696,240.374,yes,training
c2,18,241.563,0.805494,274.469,25.6251,0,0,-,1,300.094,0,64,81.4798,0,L,R,300.094,0,0,300,1,1,0,green,trained,201.151,40.412,yes,training
c3,18,1541.46,5.14002,241.436,58.6574,5,9.8096,67.4661,26,140.538,0,3,1.60157,186,L,R,140.538,9.8096,0,67.4661,0.934753864,26,5,green,trained,1199.58,341.88,yes,training
x1,18,797.41,2.65898,227.823,72.2708,4,12.0118,120.318,9,203.199,0,44,40.0392,70,L,R,203.199,12.0118,0,120.318,0.944185887,9,4,green,trained,494.241,303.169,yes,training
x2,18,527.737,1.75975,226.422,73.2717,1,6.20608,206.002,7,246.842,0,27,64.2629,23,L,R,246.842,6.20608,0,206.002,0.9754747,7,1,green,trained,375.784,151.953,yes,training
x3,18,622.778,2.09062,70.2688,227.222,3,19.2188,148.145,8,54.0529,2.00196,12,10.8106,72,L,R,54.0529,19.2188,2.00196,148.145,0.737705008,8,3,green,trained,170.711,452.067,no,training
v1,18,677.384,2.25875,216.412,83.6819,4,11.0108,5.0049,7,221.817,13.4131,63,79.0774,62,L,R,221.817,11.0108,13.4131,5.0049,0.952708397,7,4,green,untrained,282.039,395.345,yes,training
v2,18,411.933,1.3736,264.859,35.2345,0,0,-,3,266.461,0,56,44.2433,1,L,R,266.461,0,0,300,1,3,0,green,trained,328.337,83.596,yes,training
v3,18,315.666,1.05259,269.864,30.2296,1,2.80274,248.443,2,279.874,4.20412,43,26.8263,0,L,R,279.874,2.80274,4.20412,248.443,0.990085,2,1,green,trained,203.699,111.967,no,training
g1,18,779.173,2.59816,177.574,122.52,5,11.0108,133.331,8,198.194,0,41,31.8312,70,L,R,198.194,11.0108,0,133.331,0.94736832,8,5,green,trained,286.863,492.31,yes,training
g2,18,1047.06,3.49144,171.768,128.326,7,23.0225,151.949,10,151.548,0,12,4.8047,130,L,R,151.548,23.0225,0,151.949,0.868119184,10,7,green,trained,411.24,635.82,yes,training
g3,18,747.842,2.49369,125.523,173.77,6,31.4308,140.938,15,77.4759,8.20804,2,0.600588,102,L,R,77.4759,31.4308,8.20804,140.938,0.711397003,15,6,green,trained,280.114,467.728,no,training
w1,19,589.72,1.96643,213.809,86.2845,4,17.2169,136.133,7,186.783,0,49,48.2472,44,L,R,186.783,17.2169,0,136.133,0.91560339,7,4,blue,trained,330.185,259.535,yes,training
w2,19,282.389,0.941632,263.458,36.4357,0,0,-,5,269.864,15.0147,20,13.4131,1,L,R,269.864,0,15.0147,300,1,5,0,blue,trained,191.897,90.492,no,training
w3,19,814.632,2.7164,212.408,87.6858,7,16.2159,78.4768,10,211.407,1.40137,26,32.0314,85,L,R,211.407,16.2159,1.40137,78.4768,0.928759804,10,7,blue,trained,435.795,378.837,yes,training
e1,19,253.961,0.846837,293.888,6.20608,1,34.6339,0,1,254.249,45.8449,82,171.168,0,L,R,254.249,34.6339,45.8449,0,0.880110938,1,1,blue,untrained,231.9,22.061,yes,training
e2,19,192.853,0.64307,300.094,0,0,0,-,1,300.094,0,102,106.704,0,L,R,300.094,0,0,300,1,1,0,blue,trained,192.853,0,yes,training
e3,19,826.219,2.75504,152.349,147.544,5,27.4269,124.522,15,103.902,0,11,16.8165,100,L,R,103.902,27.4269,0,124.522,0.791158686,15,5,blue,trained,399.627,426.592,no,training
a1,19,662.798,2.21011,258.253,41.841,4,13.6133,181.778,6,235.03,0,73,80.679,54,L,R,235.03,13.6133,0,181.778,0.945249681,6,4,blue,trained,437.118,225.68,yes,training
a2,19,634.333,2.11519,160.958,139.136,6,46.0451,0,4,119.317,123.121,40,39.2384,60,L,R,119.317,46.0451,123.121,0,0.721549859,4,6,blue,untrained,229.724,404.609,yes,training
a3,19,712.002,2.37418,90.0882,209.605,1,2.80274,127.925,15,80.4788,4.20412,7,3.80372,89,L,R,80.4788,2.80274,4.20412,127.925,0.966346203,15,1,blue,trained,205.753,506.249,no,training
b3,19,373.045,1.24393,252.047,47.8468,2,7.40725,287.481,5,242.037,0,49,36.6359,7,L,R,242.037,7.40725,0,287.481,0.970304988,5,2,blue,trained,229.69,143.355,yes,training
c1,19,428.401,1.42851,241.637,58.4572,7,247.242,0.200196,1,4.60451,284.879,49,95.2933,19,R,L,247.242,4.60451,0.200196,284.879,0.981716999,7,1,green,trained,239.351,189.05,yes,training
c2,19,491.752,1.70698,215.211,73.6721,2,203.399,78.677,7,27.627,4.60451,61,60.8596,32,R,L,203.399,27.627,78.677,4.60451,0.880416057,2,7,green,untrained,244.35,247.402,yes,training
c3,19,871.729,2.90679,249.845,50.2492,6,212.608,11.8116,7,16.8165,2.20216,10,7.80764,75,R,L,212.608,16.8165,11.8116,2.20216,0.926701377,6,7,green,untrained,644.568,227.161,yes,training
x1,19,671.745,2.23994,245.841,54.0529,8,218.814,16.2159,3,18.2178,215.211,46,37.4367,53,R,L,218.814,18.2178,16.2159,215.211,0.923141958,8,3,green,trained,398.401,273.344,yes,training
x2,19,403.892,1.34679,268.263,31.8312,3,258.853,38.838,2,18.418,0,56,42.2414,0,R,L,258.853,18.418,38.838,0,0.933574012,3,2,green,untrained,316.309,87.583,yes,training
x3,19,617.809,2.06009,42.6417,257.452,6,20.42,158.555,10,58.0568,1.40137,17,18.418,61,R,L,20.42,58.0568,158.555,1.40137,0.26020429,6,10,green,untrained,98.205,519.604,no,training
v1,19,267.149,0.890811,282.877,17.2169,3,283.478,0,1,4.00392,269.264,63,179.576,0,R,L,283.478,4.00392,0,269.264,0.986072446,3,1,green,trained,187.616,79.533,yes,training
v2,19,443.706,1.47955,249.244,50.8498,1,210.006,90.0882,4,49.6486,0.600588,66,65.4641,18,R,L,210.006,49.6486,90.0882,0.600588,0.808789831,1,4,green,untrained,277.409,166.297,yes,training
v3,19,489.811,1.63328,217.012,82.8811,2,164.761,134.131,9,73.6721,2.60255,30,18.6182,30,R,L,164.761,73.6721,134.131,2.60255,0.691015635,2,9,green,untrained,279.76,210.051,yes,training
g1,19,622.564,2.07595,239.434,60.6594,11,250.245,4.8047,0,0,-,34,53.0519,46,R,L,250.245,0,4.8047,300,1,11,0,green,trained,382.199,240.365,yes,training
g2,19,830.739,2.77011,203.199,96.8949,14,229.024,0,3,8.60843,96.6947,27,23.2227,78,R,L,229.024,8.60843,0,96.6947,0.963774178,14,3,green,trained,452.909,377.83,yes,training
g3,19,766.259,2.60377,140.738,153.55,3,11.4112,77.0755,15,110.909,5.60549,5,4.8047,102,R,L,11.4112,110.909,77.0755,5.60549,0.093289579,3,15,green,untrained,320.739,445.52,no,training
w1,20,482.858,1.6101,231.627,68.467,4,187.183,62.261,3,54.2531,6.60647,59,78.2766,27,R,L,187.183,54.2531,62.261,6.60647,0.775290025,4,3,blue,untrained,256.013,226.845,yes,training
w2,20,496.411,1.86438,196.993,69.8684,5,154.351,91.6898,5,37.837,9.00882,23,21.0206,31,R,L,154.351,37.837,91.6898,9.00882,0.803125065,5,5,blue,untrained,290.674,205.737,yes,training
w3,20,894.937,2.98418,186.182,113.711,10,126.123,41.6408,7,42.8419,8.60843,20,17.2169,113,R,L,126.123,42.8419,41.6408,8.60843,0.746444972,10,7,blue,untrained,460.266,434.671,yes,training
e1,20,354.917,1.18348,268.463,31.631,2,213.809,59.258,4,27.4269,31.8312,65,118.916,4,R,L,213.809,27.4269,59.258,31.8312,0.886306723,2,4,blue,untrained,248.044,106.873,yes,training
e2,20,352.726,1.17617,205.601,94.4925,2,149.747,110.708,5,45.8449,25.8253,42,117.915,17,R,L,149.747,45.8449,110.708,25.8253,0.765609414,2,5,blue,untrained,167.258,185.468,yes,training
e3,20,770.438,2.56904,139.537,160.557,3,7.80764,174.771,16,95.2933,3.40333,1,0.200196,96,R,L,7.80764,95.2933,174.771,3.40333,0.075728117,3,16,blue,untrained,353.973,416.465,yes,training
a1,20,557.532,1.8591,251.046,49.048,5,266.06,0,2,8.40823,166.763,63,66.4651,28,R,L,266.06,8.40823,0,166.763,0.96936538,5,2,blue,trained,324.311,233.221,yes,training
a2,20,349.307,1.16477,240.035,60.0588,4,243.438,0,2,17.8174,234.43,80,85.0833,12,R,L,243.438,17.8174,0,234.43,0.931800836,4,2,blue,trained,185.94,163.367,yes,training
a3,20,563.113,1.87771,84.6829,215.211,5,29.0284,35.0343,9,65.2639,17.6172,22,34.4337,60,R,L,29.0284,65.2639,35.0343,17.6172,0.307855466,5,9,blue,untrained,151.208,411.905,no,training
b3,20,639.92,2.13382,200.396,99.6976,7,167.564,8.80862,6,37.837,100.699,11,12.0118,72,R,L,167.564,37.837,8.80862,100.699,0.815789602,7,6,blue,trained,322.938,316.982,yes,training
c1,20,351.836,1.1732,269.864,30.0294,1,5.40529,285.68,6,255.65,2.80274,80,127.725,7,L,R,255.65,5.40529,2.80274,285.68,0.979294463,6,1,green,trained,253.1,98.736,yes,training
c2,20,316.667,1.05593,263.658,36.4357,1,59.6584,0.800784,3,200.997,80.8792,45,42.6417,0,L,R,200.997,59.6584,80.8792,0.800784,0.771121565,3,1,green,untrained,223.873,92.794,yes,training
c3,20,1038.71,3.4636,259.454,39.839,3,8.00784,90.6888,12,166.363,0,6,7.20706,106,L,R,166.363,8.00784,0,90.6888,0.954075808,12,3,green,trained,845.46,193.25,yes,training
x1,20,441.357,1.47171,247.442,52.6515,2,13.6133,11.0108,6,240.636,31.631,52,82.0804,18,L,R,240.636,13.6133,31.631,11.0108,0.946456883,6,2,green,untrained,328.812,112.545,yes,training
x2,20,417.753,1.393,261.456,38.6378,2,16.4161,73.2717,4,254.649,0,73,69.0676,12,L,R,254.649,16.4161,0,73.2717,0.939438533,4,2,green,trained,281.841,135.912,yes,training
x3,20,571.637,1.90613,57.0559,242.838,10,33.4327,18.0176,8,42.4416,111.509,15,25.0245,54,L,R,42.4416,33.4327,111.509,18.0176,0.559367269,8,10,green,untrained,98.1816,473.4554,no,training
v1,20,347.03,1.15718,240.836,59.258,2,8.00784,207.603,5,276.671,0,66,147.144,11,L,R,276.671,8.00784,0,207.603,0.971870617,5,2,green,trained,169.128,177.902,yes,training
v2,20,171.801,0.572872,293.087,7.00686,0,0,-,1,300.094,0,101,164.561,0,L,R,300.094,0,0,300,1,1,0,green,trained,163.131,8.67,yes,training
v3,20,209.836,0.699702,281.876,17.6172,0,0,-,4,280.675,18.8184,71,68.0666,0,L,R,280.675,0,18.8184,300,1,4,0,green,trained,173.398,36.438,yes,training
g1,20,500.834,1.67004,160.557,139.537,3,55.8547,6.80666,2,144.942,148.145,28,72.0706,27,L,R,144.942,55.8547,148.145,6.80666,0.721834572,2,3,green,untrained,264.296,236.538,yes,training
g2,20,1028.06,3.42808,160.157,139.937,8,49.4484,0.600588,11,158.155,33.8331,17,19.419,132,L,R,158.155,49.4484,33.8331,0.600588,0.761813149,11,8,green,untrained,369.751,658.309,yes,training
g3,20,820.206,2.73499,134.532,165.162,2,12.212,177.374,11,48.8478,5.60549,2,0.600588,115,L,R,48.8478,12.212,5.60549,177.374,0.799999345,11,2,green,trained,355.373,464.833,no,training
w1,0,853.939,2.86276,234.43,64.4631,7,26.4259,57.8566,7,27.8272,41.6408,14,87.6858,94,R,L,26.4259,27.8272,57.8566,41.6408,0.487085531,7,7,blue,untrained,741.916,112.023,NA,test
w2,0,1267.29,4.52808,287.281,9.40921,10,24.4239,37.837,12,29.4288,17.4171,5,11.0108,162,L,R,29.4288,24.4239,17.4171,37.837,0.546468422,12,10,blue,trained,1210.44,56.85,NA,test
w3,0,1609.21,6.1832,291.485,6.00588,13,21.8214,26.0255,6,9.40921,11.8116,3,0.800784,238,R,L,21.8214,9.40921,26.0255,11.8116,0.698718341,13,6,blue,untrained,1561.98,47.23,NA,test
e1,0,888.271,2.97387,278.272,20.6202,6,17.0167,69.6682,10,35.2345,17.2169,10,49.8488,103,L,R,35.2345,17.0167,17.2169,69.6682,0.674329011,10,6,blue,trained,813.881,74.39,NA,test
e2,0,1119.78,3.74893,280.875,18.0176,6,17.4171,21.8214,11,25.2247,9.00882,3,2.60255,130,R,L,17.4171,25.2247,21.8214,9.00882,0.408451332,6,11,blue,untrained,1075.2,44.58,NA,test
e3,0,1279.38,4.51636,272.066,20.6202,13,36.4357,28.2276,12,26.0255,40.6398,4,11.4112,168,L,R,26.0255,36.4357,40.6398,28.2276,0.416666667,12,13,blue,untrained,1118.42,160.96,NA,test
a1,0,1435.36,4.80549,276.871,22.0216,9,22.6221,18.2178,11,27.0265,5.40529,1,0.400392,183,R,L,22.6221,27.0265,18.2178,5.40529,0.455644268,9,11,blue,untrained,1333.25,102.11,NA,test
a2,0,1121.74,3.76558,276.27,22.2218,11,33.2325,0,9,30.4298,24.6241,5,4.8047,131,L,R,30.4298,33.2325,24.6241,0,0.477987757,9,11,blue,untrained,1001.52,120.22,NA,test
a3,0,1552.06,5.72579,294.689,1.80176,19,35.2345,4.20412,12,20.8204,16.2159,0,0,201,R,L,35.2345,20.8204,4.20412,16.2159,0.628571276,19,12,blue,trained,1535,17.06,NA,test
b3,0,1452.86,4.96387,274.269,23.6231,11,27.627,29.4288,10,22.8223,14.6143,2,1.80176,186,L,R,22.8223,27.627,14.6143,29.4288,0.452380905,10,11,blue,trained,1362.91,89.95,NA,test
c1,0,1227.2,4.10858,289.483,9.40921,10,29.0284,35.8351,9,24.8243,0,5,4.40431,150,R,L,29.0284,24.8243,35.8351,0,0.539033326,10,9,green,untrained,1182.33,44.87,NA,test
c2,0,1545.83,5.23497,244.239,54.6535,11,27.627,3.00294,17,38.838,58.4572,6,3.20314,213,L,R,38.838,27.627,58.4572,3.00294,0.584337621,17,11,green,untrained,1230.11,315.72,NA,test
c3,0,1932.15,7.00383,279.273,19.2188,12,23.6231,17.4171,15,23.4229,31.2306,1,0.400392,261,R,L,23.6231,23.4229,17.4171,31.2306,0.502127705,12,15,green,trained,1768.23,163.92,NA,test
x1,0,990.765,3.32146,251.446,47.4465,5,15.2149,76.4749,12,48.6476,15.2149,11,10.4102,114,L,R,48.6476,15.2149,15.2149,76.4749,0.761755334,12,5,green,trained,780.644,210.121,NA,test
x2,0,1017.8,3.40751,257.252,41.6408,9,27.4269,0.400392,7,23.4229,73.8723,9,15.0147,117,R,L,27.4269,23.4229,0.400392,73.8723,0.539370853,9,7,green,trained,853.928,163.872,NA,test
x3,0,1283.12,4.32186,293.487,4.8047,10,23.8233,70.6692,4,13.8135,25.6251,2,13.6133,143,L,R,13.8135,23.8233,25.6251,70.6692,0.367021107,4,10,green,trained,1242.38,40.74,NA,test
v1,0,871.82,2.91879,294.689,4.20412,6,23.8233,63.6623,6,21.8214,24.6241,23,29.8292,92,R,L,23.8233,21.8214,63.6623,24.6241,0.521929162,6,6,green,untrained,853.553,18.267,NA,test
v2,0,962.573,3.23346,253.648,45.2443,5,44.0431,43.0421,9,30.0294,15.8155,12,35.0343,109,L,R,30.0294,44.0431,15.8155,43.0421,0.405405515,9,5,green,trained,841.894,120.679,NA,test
v3,0,1194.2,4.45493,253.048,25.8253,12,31.0304,8.80862,10,26.6261,84.4827,6,21.6212,148,R,L,31.0304,26.6261,8.80862,84.4827,0.538194306,12,10,green,trained,1116.52,77.68,NA,test
g1,0,531.621,1.78222,260.055,38.838,6,12.0118,10.4102,7,20.42,36.6359,17,141.739,56,L,R,20.42,12.0118,36.6359,10.4102,0.629628944,7,6,green,untrained,404.881,126.74,NA,test
g2,0,1298.2,4.34627,258.653,40.2394,13,46.0451,38.4376,8,18.8184,64.0627,6,28.8282,165,R,L,46.0451,18.8184,38.4376,64.0627,0.709876895,13,8,green,trained,1077.15,221.05,NA,test
g3,0,1081.62,3.72094,291.686,6.00588,12,32.8321,15.6153,3,3.60353,171.968,4,2.20216,113,L,R,3.60353,32.8321,171.968,15.6153,0.098901268,3,12,green,untrained,1053.69,27.93,NA,test
w1,21,841.93,2.80743,210.206,89.888,10,89.4876,26.6261,8,46.8459,5.0049,12,27.8272,98,R,L,89.4876,46.8459,26.6261,5.0049,0.656387462,10,8,blue,untrained,506.086,335.844,NA,test
w2,21,909.899,3.03407,208.604,91.2894,12,88.4866,27.8272,11,49.4484,12.0118,14,8.40823,116,L,R,49.4484,88.4866,12.0118,27.8272,0.358490593,11,12,blue,trained,552.496,357.403,NA,test
w3,21,684.505,2.28249,169.366,130.728,8,99.2972,27.4269,8,49.048,0,12,80.4788,77,R,L,99.2972,49.048,27.4269,0,0.669365777,8,8,blue,untrained,480.307,204.198,NA,test
e1,21,1073.27,3.57884,219.415,80.679,8,67.4661,40.4396,12,71.0696,0,12,7.60745,132,L,R,71.0696,67.4661,0,40.4396,0.513005673,12,8,blue,trained,721.284,351.986,NA,test
e2,21,747.249,2.49171,162.359,137.735,10,103.702,36.2355,6,45.2443,0,11,7.00686,91,R,L,103.702,45.2443,36.2355,0,0.696237503,10,6,blue,untrained,390.156,357.093,NA,test
e3,21,820.184,2.73492,207.203,92.4906,7,51.6506,43.0421,13,64.6633,10.21,5,4.00392,104,L,R,64.6633,51.6506,10.21,43.0421,0.555937854,13,7,blue,trained,531.841,288.343,NA,test
a1,21,943.3,3.14545,215.611,84.4827,12,95.4935,0.600588,8,68.0666,53.8527,5,6.40627,103,R,L,95.4935,68.0666,0.600588,53.8527,0.583843492,12,8,blue,trained,658.898,284.402,NA,test
a2,21,881.874,2.94062,150.347,149.747,7,55.4543,83.2815,12,86.6849,15.0147,7,11.0108,106,L,R,86.6849,55.4543,15.0147,83.2815,0.609859208,12,7,blue,trained,394.583,487.291,NA,test
a3,21,748.76,2.49675,104.903,194.591,17,53.0519,0,8,78.4768,48.4474,9,20.42,99,R,L,53.0519,78.4768,0,48.4474,0.403348471,17,8,blue,trained,292.368,456.392,NA,test
b3,21,779.74,2.60005,167.764,131.929,5,40.6398,40.4396,12,73.8723,0,4,2.80274,99,L,R,73.8723,40.6398,0,40.4396,0.645104753,12,5,blue,trained,382.673,397.067,NA,test
c1,21,815.834,2.72041,229.825,70.2688,9,95.0931,3.00294,8,66.6653,37.2365,13,6.80666,95,R,L,95.0931,66.6653,3.00294,37.2365,0.587871171,9,8,green,trained,531.653,284.181,NA,test
c2,21,740.625,2.46962,133.13,166.963,6,26.0255,24.6241,10,178.575,0,10,95.6937,82,L,R,178.575,26.0255,0,24.6241,0.872798454,10,6,green,trained,362.023,378.602,NA,test
c3,21,1169.16,3.89858,213.809,85.6839,8,63.4621,52.8517,13,52.051,12.212,1,1.00098,146,R,L,63.4621,52.051,52.8517,12.212,0.549393099,8,13,green,untrained,843.579,325.581,NA,test
x1,21,528.694,1.76294,157.955,142.139,6,27.4269,39.2384,7,199.595,8.60843,17,144.341,47,L,R,199.595,27.4269,8.60843,39.2384,0.879188307,7,6,green,trained,303.249,225.445,NA,test
x2,21,635.688,2.11971,191.588,108.506,12,155.552,0,5,36.2355,111.709,14,69.6682,54,R,L,155.552,36.2355,0,111.709,0.811064329,12,5,green,trained,501.171,134.517,NA,test
x3,21,621.295,2.07172,151.548,148.545,3,7.40725,145.542,10,62.6613,32.2316,30,44.0431,81,L,R,62.6613,7.40725,32.2316,145.542,0.894285667,10,3,green,trained,260.952,360.343,NA,test
v1,21,522.644,1.74277,140.337,159.756,6,114.112,1.80176,5,62.4612,40.2394,21,115.513,47,R,L,114.112,62.4612,1.80176,40.2394,0.646258889,6,5,green,trained,260.725,261.919,NA,test
v2,21,725.356,2.41871,201.998,98.096,4,26.4259,146.944,14,177.374,0,7,5.60549,79,L,R,177.374,26.4259,0,146.944,0.870334088,14,4,green,trained,449.405,275.951,NA,test
v3,21,760.351,2.5354,170.767,129.327,10,75.0735,68.0666,10,101.099,0,2,0.400392,87,R,L,75.0735,101.099,68.0666,0,0.426136315,10,10,green,untrained,418.546,341.805,NA,test
g1,21,315.683,1.05265,222.218,77.8762,2,3.80372,136.133,5,154.351,0,16,175.372,15,L,R,154.351,3.80372,0,136.133,0.975949374,5,2,green,trained,171.445,144.238,NA,test
g2,21,1097.84,3.66076,184.781,115.313,15,126.724,0,7,44.4435,42.0412,11,34.4337,147,R,L,126.724,44.4435,0,42.0412,0.740350826,15,7,green,trained,537.031,560.809,NA,test
g3,21,806.524,2.76126,161.959,130.728,4,23.2227,45.4445,20,113.111,0,1,0.400392,105,L,R,113.111,23.2227,0,45.4445,0.829662805,20,4,green,trained,457.595,348.929,NA,test
